,experiment,node_id,label,loss,count,std,mean,var,hop,min,max,outliers,window,KmeansLabels
508,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,84.0,16,796.1546646223961,2403.875,633862.25,2,652,4950,1,100,0
509,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,52.0,48,716.9423203997247,719.5833333333335,514006.2907801418,1,140,4390,3,100,0
510,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,98.0,2,383.25187540310884,3736.0,146882.0,3,1640,9086,0,100,0
511,rnd__2019-05-01_01:07_,aaaa::212:7409:9:909,Normal,82.0,18,990.2713119351837,1150.2777777777776,980637.2712418302,1,280,4653,1,100,0
512,rnd__2019-05-01_01:07_,aaaa::212:7406:6:606,Normal,79.0,21,1163.7139069130596,2553.5714285714284,1354230.057142857,2,499,7977,1,100,0
513,normal_2019-05-03_12:56_,aaaa::212:7403:3:303,Normal,81.0,19,1547.2898888055854,2196.0,2394106.0,1,283,6672,1,100,0
514,normal_2019-05-03_12:56_,aaaa::212:7407:7:707,Normal,100.0,0,0.0,0.0,0.0,3,906,6594,0,100,0
515,normal_2019-05-03_12:56_,aaaa::212:7402:2:202,Normal,92.0,8,823.915694369619,1837.75,678837.0714285715,2,756,2659,0,100,0
516,normal_2019-05-03_12:56_,aaaa::212:7409:9:909,Normal,98.0,2,1342.7957774732538,4849.5,1803100.5,3,1227,5799,0,100,0
517,normal_2019-05-03_12:56_,aaaa::212:7408:8:808,Normal,92.0,8,3848.729472640475,6624.375,14812718.55357143,4,2145,15160,1,100,1
518,normal_2019-05-03_12:56_,aaaa::212:7406:6:606,Normal,90.0,10,2664.0071842579137,5024.5,7096934.277777777,2,661,10372,1,100,1
519,normal_2019-05-03_12:56_,aaaa::212:740a:a:a0a,Normal,98.0,2,2078.8939366884492,7311.0,4321800.0,4,1721,8781,0,100,0
520,normal_2019-05-03_12:56_,aaaa::212:7405:5:505,Normal,95.0,5,3976.502697094521,6431.2,15812573.699999996,3,2349,12996,0,100,1
521,normal_2019-05-03_12:56_,aaaa::212:7404:4:404,Normal,88.0,12,1403.0330429811584,2778.083333333333,1968501.719696969,2,854,4910,0,100,0
522,1bh-5_2019-05-03_00:32_,aaaa::212:7402:2:202,Attacked,44.0,56,967.4776657712744,1329.142857142857,936013.0337662341,2,273,5474,3,100,0
523,1bh-5_2019-05-03_00:32_,aaaa::212:7403:3:303,Attacked,27.0,73,603.474869558573,712.3287671232878,364181.9181887367,1,135,3501,4,100,0
524,1bh-5_2019-05-03_00:32_,aaaa::212:7405:5:505,Attacked,41.0,59,1411.3685666257227,2180.898305084746,1991961.2308591472,3,545,7500,2,100,0
525,1bh-5_2019-05-03_00:32_,aaaa::212:7404:4:404,Attacked,35.0,65,575.9529519714396,1135.6153846153845,331721.8028846154,2,401,3832,5,100,0
526,1bh-5_2019-05-03_00:32_,aaaa::212:7408:8:808,Attacked,73.0,27,1281.8491895419465,1838.962962962963,1643137.3447293446,4,679,4333,0,100,0
527,1bh-5_2019-05-03_00:32_,aaaa::212:7409:9:909,Attacked,35.0,65,1051.3921739129432,1617.5230769230768,1105425.5033653846,3,558,6391,5,100,0
528,1bh-5_2019-05-03_00:32_,aaaa::212:740a:a:a0a,Attacked,66.0,34,1055.301241512906,2348.3235294117653,1113660.7103386808,4,871,6237,1,100,0
529,1bh-5_2019-05-03_00:32_,aaaa::212:7407:7:707,Attacked,63.0,37,632.5747804432713,1301.6216216216214,400150.85285285284,3,407,3719,1,100,0
530,1bh-5_2019-05-03_00:32_,aaaa::212:7406:6:606,Attacked,35.0,65,721.0392846440477,1173.6,519897.65,2,260,4877,4,100,0
531,1bh-5_2019-05-03_00:48_,aaaa::212:7406:6:606,Attacked,34.0,66,827.9018381505466,1167.8484848484848,685421.4536130537,2,309,3990,4,100,0
532,1bh-5_2019-05-03_00:48_,aaaa::212:7407:7:707,Attacked,67.0,33,1095.347006383794,1733.4242424242425,1199785.0643939395,3,601,4919,2,100,0
533,1bh-5_2019-05-03_00:48_,aaaa::212:7403:3:303,Attacked,43.0,57,595.611283790398,732.859649122807,354752.8013784461,1,150,4627,4,100,0
534,1bh-5_2019-05-03_00:48_,aaaa::212:7402:2:202,Attacked,44.0,56,954.6771044187133,1430.0892857142858,911408.3737012986,2,290,4342,2,100,0
535,1bh-5_2019-05-03_00:48_,aaaa::212:740a:a:a0a,Attacked,79.0,21,1686.3727134211551,2531.142857142857,2843852.9285714286,4,1043,8720,1,100,0
536,1bh-5_2019-05-03_00:48_,aaaa::212:7409:9:909,Attacked,61.0,39,1115.360288068268,1602.820512820513,1244028.5721997302,3,526,6216,2,100,0
537,1bh-5_2019-05-03_00:48_,aaaa::212:7405:5:505,Attacked,72.0,28,1004.0080227709137,1973.9642857142856,1008032.1097883598,3,440,5367,1,100,0
538,1bh-5_2019-05-03_00:48_,aaaa::212:7404:4:404,Attacked,60.0,40,634.5226102738326,1171.075,402618.942948718,2,310,2822,4,100,0
539,1bh-5_2019-05-03_00:48_,aaaa::212:7408:8:808,Attacked,80.0,20,1807.493794849944,2069.15,3267033.8184210523,4,714,7865,2,100,0
540,prova_2019-05-03_01:07_,aaaa::212:740a:a:a0a,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
541,prova_2019-05-03_01:07_,aaaa::212:7403:3:303,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
542,prova_2019-05-03_01:07_,aaaa::212:7405:5:505,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
543,prova_2019-05-03_01:07_,aaaa::212:7404:4:404,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
544,prova_2019-05-03_01:07_,aaaa::212:7407:7:707,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
545,prova_2019-05-03_01:07_,aaaa::212:7402:2:202,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
546,prova_2019-05-03_01:07_,aaaa::212:7409:9:909,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
547,prova_2019-05-03_01:07_,aaaa::212:7406:6:606,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
548,prova_2019-05-03_01:07_,aaaa::212:7408:8:808,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
549,prova_2019-05-03_01:08_,aaaa::212:7405:5:505,Normal,85.0,15,455.45799032663916,587.8666666666667,207441.98095238087,1,212,2341,2,100,0
550,prova_2019-05-03_01:08_,aaaa::212:7403:3:303,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
551,prova_2019-05-03_01:08_,aaaa::212:7406:6:606,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
552,prova_2019-05-03_01:08_,aaaa::212:7407:7:707,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
553,prova_2019-05-03_01:08_,aaaa::212:7408:8:808,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
554,prova_2019-05-03_01:08_,aaaa::212:7409:9:909,Normal,99.0,1,0.0,759.0,0.0,1,228,1770,0,100,0
555,prova_2019-05-03_01:08_,aaaa::212:7402:2:202,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
556,prova_2019-05-03_01:08_,aaaa::212:7404:4:404,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
557,prova_2019-05-03_01:08_,aaaa::212:740a:a:a0a,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
558,prova_2019-05-03_12:39_,aaaa::212:740a:a:a0a,Normal,98.0,2,652.6595590351834,3168.5,425964.5,4,2707,8188,0,100,0
559,prova_2019-05-03_12:39_,aaaa::212:7406:6:606,Normal,96.0,4,364.92499229293685,2315.25,133170.25,2,759,5907,0,100,0
560,prova_2019-05-03_12:39_,aaaa::212:7407:7:707,Normal,96.0,4,2813.2208705799603,7119.5,7914211.666666668,3,3165,9673,0,100,1
561,prova_2019-05-03_12:39_,aaaa::212:7402:2:202,Normal,99.0,1,0.0,8677.0,0.0,2,676,8677,0,100,0
562,prova_2019-05-03_12:39_,aaaa::212:7409:9:909,Normal,100.0,0,0.0,0.0,0.0,3,1564,5537,0,100,0
563,prova_2019-05-03_12:39_,aaaa::212:7403:3:303,Normal,93.0,7,1937.6953419191675,2369.285714285714,3754663.2380952383,1,356,5993,0,100,0
564,prova_2019-05-03_12:39_,aaaa::212:7404:4:404,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
565,prova_2019-05-03_12:39_,aaaa::212:7408:8:808,Normal,99.0,1,0.0,1.0,0.0,10,1,1,0,100,0
566,prova_2019-05-03_12:39_,aaaa::212:7405:5:505,Normal,99.0,1,0.0,5680.0,0.0,3,3804,8723,0,100,0
