,experiment,node_id,label,loss,count,std,mean,var,hop,min,max,outliers,window,KmeansLabels
605,1bh-5_2019-05-03_00:32_,aaaa::212:7405:5:505,Attacked,51.0,98,1190.1769613581755,2031.5408163265304,1416521.1993477806,3,545,7500,4,200,1
606,1bh-5_2019-05-03_00:32_,aaaa::212:7404:4:404,Attacked,29.5,141,604.8434493962952,1203.2695035460993,365835.5982776089,2,401,3832,7,200,1
607,1bh-5_2019-05-03_00:32_,aaaa::212:7408:8:808,Attacked,78.0,44,1123.7569152851354,1560.5,1262829.6046511629,4,679,4333,4,200,1
608,1bh-5_2019-05-03_00:32_,aaaa::212:7409:9:909,Attacked,35.0,130,1019.6270061759424,1674.0923076923075,1039639.2317233154,3,558,6391,6,200,1
609,1bh-5_2019-05-03_00:32_,aaaa::212:740a:a:a0a,Attacked,74.0,52,962.5950774767675,2162.673076923077,926589.283182504,4,871,6237,2,200,1
610,1bh-5_2019-05-03_00:32_,aaaa::212:7407:7:707,Attacked,68.5,63,745.5687118200836,1303.3174603174602,555872.7040450589,3,407,3719,4,200,1
611,1bh-5_2019-05-03_00:32_,aaaa::212:7406:6:606,Attacked,26.5,147,914.3443384662303,1141.6054421768708,836025.5692852484,2,260,4877,8,200,1
612,1bh-5_2019-05-03_00:48_,aaaa::212:7406:6:606,Attacked,24.0,152,764.5230521126043,943.6973684210526,584495.497211572,2,309,3990,9,200,1
613,1bh-5_2019-05-03_00:48_,aaaa::212:7407:7:707,Attacked,79.5,41,1024.0625689487683,1704.8292682926829,1048704.1451219514,3,601,4919,2,200,1
614,1bh-5_2019-05-03_00:48_,aaaa::212:7403:3:303,Attacked,28.5,143,634.1597064934823,633.8741258741259,402158.5333398996,1,150,4627,7,200,1
615,1bh-5_2019-05-03_00:48_,aaaa::212:7402:2:202,Attacked,33.0,134,783.1839225259915,1047.6492537313434,613377.0565031982,2,290,4342,10,200,1
616,1bh-5_2019-05-03_00:48_,aaaa::212:740a:a:a0a,Attacked,85.0,30,1638.5775724449365,2474.433333333333,2684936.4609195404,4,1043,8720,1,200,1
617,1bh-5_2019-05-03_00:48_,aaaa::212:7409:9:909,Attacked,59.5,81,1151.0618520938306,1691.9876543209878,1324943.387345679,3,526,6216,5,200,1
618,1bh-5_2019-05-03_00:48_,aaaa::212:7405:5:505,Attacked,51.0,98,843.2446689687173,1289.4795918367347,711061.5717441619,3,440,5367,5,200,1
619,1bh-5_2019-05-03_00:48_,aaaa::212:7404:4:404,Attacked,59.5,81,595.0642402295739,1053.6666666666667,354101.45,2,310,2822,5,200,1
620,1bh-5_2019-05-03_00:48_,aaaa::212:7408:8:808,Attacked,49.0,102,1156.163581689764,1529.9901960784314,1336714.2276257037,4,714,7865,4,200,1
621,prova_2019-05-03_01:07_,aaaa::212:740a:a:a0a,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
622,prova_2019-05-03_01:07_,aaaa::212:7403:3:303,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
623,prova_2019-05-03_01:07_,aaaa::212:7405:5:505,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
624,prova_2019-05-03_01:07_,aaaa::212:7404:4:404,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
625,prova_2019-05-03_01:07_,aaaa::212:7407:7:707,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
626,prova_2019-05-03_01:07_,aaaa::212:7402:2:202,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
627,prova_2019-05-03_01:07_,aaaa::212:7409:9:909,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
628,prova_2019-05-03_01:07_,aaaa::212:7406:6:606,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
629,prova_2019-05-03_01:07_,aaaa::212:7408:8:808,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
630,prova_2019-05-03_01:08_,aaaa::212:7405:5:505,Normal,81.5,37,520.6210241151913,734.8378378378377,271046.2507507507,1,212,2341,2,200,1
631,prova_2019-05-03_01:08_,aaaa::212:7403:3:303,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
632,prova_2019-05-03_01:08_,aaaa::212:7406:6:606,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
633,prova_2019-05-03_01:08_,aaaa::212:7407:7:707,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
634,prova_2019-05-03_01:08_,aaaa::212:7408:8:808,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
635,prova_2019-05-03_01:08_,aaaa::212:7409:9:909,Normal,94.0,12,447.5583168366967,710.5833333333335,200308.44696969696,1,228,1770,1,200,1
636,prova_2019-05-03_01:08_,aaaa::212:7402:2:202,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
637,prova_2019-05-03_01:08_,aaaa::212:7404:4:404,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
638,prova_2019-05-03_01:08_,aaaa::212:740a:a:a0a,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
639,prova_2019-05-03_12:39_,aaaa::212:740a:a:a0a,Normal,98.0,4,2460.7916578478016,4561.25,6055495.583333332,4,2707,8188,0,200,0
640,prova_2019-05-03_12:39_,aaaa::212:7406:6:606,Normal,93.0,14,1368.7784098110385,2229.214285714286,1873554.335164835,2,759,5907,1,200,1
641,prova_2019-05-03_12:39_,aaaa::212:7407:7:707,Normal,98.0,4,2813.2208705799603,7119.5,7914211.666666668,3,3165,9673,0,200,0
642,prova_2019-05-03_12:39_,aaaa::212:7402:2:202,Normal,97.5,5,3416.156948970582,2737.4,11670128.3,2,676,8677,0,200,0
643,prova_2019-05-03_12:39_,aaaa::212:7409:9:909,Normal,97.5,5,1665.3052873272213,3134.8,2773241.7,3,1564,5537,0,200,1
644,prova_2019-05-03_12:39_,aaaa::212:7403:3:303,Normal,95.0,10,1736.2287995665906,2001.0,3014490.4444444445,1,356,5993,1,200,1
645,prova_2019-05-03_12:39_,aaaa::212:7404:4:404,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
646,prova_2019-05-03_12:39_,aaaa::212:7408:8:808,Normal,99.5,1,0.0,1.0,0.0,10,1,1,0,200,1
647,prova_2019-05-03_12:39_,aaaa::212:7405:5:505,Normal,98.0,4,2067.0875445095853,5866.25,4272850.916666667,3,3804,8723,0,200,1
